Treatment Title,Treatment Details,Treatment Stage,Treatment Type,Risk Category,Risk Location,Element Type,Risk Factor,Construction Scope,Associated Activity,data_origin,is_real,source_artifact_id,source_row,annotation_origin,verification_status
Contractor to ensure suitable edge protection and fall arrest during installation and construction,,Pre construction,Reduce,Fall-From open edge,High Level-Near Edge,Guard rail,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,411,source_published_record,source_published_record_unreviewed
Contractor to be informed of the need for a WAPE training,,Pre construction,Inform,Fall-From open edge,High Level-Near Edge,Guard rail,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,412,source_published_record,source_published_record_unreviewed
PC to ensure competent contractor installs guard rail,,Pre construction,Inform,Fall-From open edge,High Level-Near Edge,Guard rail,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,413,source_published_record,source_published_record_unreviewed
Allow access to installation with an exclusion zone to WAPE trained personal,,"Site work, Temp Works, Change control",Control by subsequent design,Fall-From open edge,High Level-Near Edge,Guard rail,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,414,source_published_record,source_published_record_unreviewed
Inform client that no furniture that could be used as a step up or ladder to be placed alongside guard rail,,"Site work, Temp Works, Change control",Inform,Fall-From open edge,High Level-Near Edge,Guard rail,Physical-Edge,External Cladding,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,415,source_published_record,source_published_record_unreviewed
Ensure that a proper structural analysis is carried out to determine limits of the proposed structure,,Preliminary Design,Eliminate,Trapped-Unintended collapse,Site work area-Structure,Frame/beam,Physical-Collapse,Stability and erection of structural steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,416,source_published_record,source_published_record_unreviewed
Consider a design that doesn't require a tower crane,,Preliminary Design,Eliminate,Struck-By machinery or part,Site logistics-Crane area,Frame/beam,Task-Site Management,Stability and erection of structural steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,417,source_published_record,source_published_record_unreviewed
Consider modular design to reduce the need of lifting,,Preliminary Design,Reduce,Struck-By machinery or part,Site logistics-Crane area,Frame/beam,Task-Site Management,Stability and erection of structural steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,418,source_published_record,source_published_record_unreviewed
Ensure all large units are placed away from the edges of the building,,Detail Design,Reduce,Struck-By machinery or part,Site logistics-Crane area,Frame/beam,Task-Site Management,Stability and erection of structural steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,419,source_published_record,source_published_record_unreviewed
Ensure there is a detail plan for sequence of erection of structure,,Detail Design,Inform,Struck-By machinery or part,Site logistics-Crane area,Frame/beam,Task-Site Management,Stability and erection of structural steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,420,source_published_record,source_published_record_unreviewed
Produce a 4D for all complex lifts,,Detail Design,Inform,Struck-By machinery or part,Site logistics-Crane area,Frame/beam,Task-Site Management,Stability and erection of structural steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,421,source_published_record,source_published_record_unreviewed
Consider changing the type/height of the tower crane,,Pre construction,Reduce,Struck-By machinery or part,Site logistics-Crane area,Frame/beam,Task-Site Management,Stability and erection of structural steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,422,source_published_record,source_published_record_unreviewed
Consider using a restrictor on the crane movement,,Pre construction,Control by subsequent design,Struck-By machinery or part,Site logistics-Crane area,Frame/beam,Task-Site Management,Stability and erection of structural steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,423,source_published_record,source_published_record_unreviewed
Plan detailed delivery schedule. Make provision for adjustments,,Pre construction,Inform,Struck-By machinery or part,Site logistics-Crane area,Frame/beam,Task-Site Management,Stability and erection of structural steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,424,source_published_record,source_published_record_unreviewed
Ensure that a competent lifting team is allocated to each crane,,"Site work, Temp Works, Change control",Inform,Struck-By machinery or part,Site logistics-Crane area,Frame/beam,Task-Site Management,Stability and erection of structural steelwork,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,425,source_published_record,source_published_record_unreviewed
Ensure that there is a safety plan to prevent materials falling due to high winds,,Pre construction,Control by subsequent design,Struck-By falling object,High Level-Near Edge,Slab,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,426,source_published_record,source_published_record_unreviewed
Housekeeping checks at roof level,,"Site work, Temp Works, Change control",Reduce,Struck-By falling object,High Level-Near Edge,Slab,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,427,source_published_record,source_published_record_unreviewed
Remove any loose items,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,High Level-Near Edge,Slab,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,428,source_published_record,source_published_record_unreviewed
Strap down materials to avoid being blown by wind,,"Site work, Temp Works, Change control",Control by subsequent design,Struck-By falling object,High Level-Near Edge,Slab,Physical-Edge,In situ concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,429,source_published_record,source_published_record_unreviewed
Avoid holes - consider alternatives to achieve design purposes.,,Preliminary Design,Eliminate,Fall-From open edge,Site work area-MEP Instalation,Slab,Physical-Opening,General concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,430,source_published_record,source_published_record_unreviewed
Install GRP or similar system to cover any voids for subsequent MEP installation,,Detail Design,Eliminate,Fall-From open edge,Site work area-MEP Instalation,Slab,Physical-Opening,General concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,431,source_published_record,source_published_record_unreviewed
Every temporary floor opening shall be constantly attended by someone.,,"Site work, Temp Works, Change control",Control by subsequent design,Fall-From open edge,Site work area-MEP Instalation,Slab,Physical-Opening,General concrete,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,432,source_published_record,source_published_record_unreviewed
Ensure that a proper structural analysis is carried out to determine limits of the proposed structure including MEP equipment loads,,Preliminary Design,Eliminate,Trapped-Unintended collapse,High Level - Structures,Flat roof,Physical-Collapse,Mechanical services,Not Applicable,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,433,source_published_record,source_published_record_unreviewed
Inspect soil as it is excavated and stop if any unkown material is found,,"Site work, Temp Works, Change control",Control by subsequent design,Material Effect-Asbestos,Site logistics-Excavation area,Raft foundation,Material-Asbestos,General excavation,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,434,source_published_record,source_published_record_unreviewed
Glass to be designed and tested for maintenance load,,Detail Design,Control by subsequent design,Fall-through fragile material,High Level-Near Opening,Glass skylight,Physical-Fragile,Roof coverings and finishes,Maintenance,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,435,source_published_record,source_published_record_unreviewed
Consider options for asbestos removal or treatment to enable the project work to continue without risk,,Preliminary Design,Eliminate,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,436,source_published_record,source_published_record_unreviewed
"Review the ceiling structure (e.g. services, rooflights, air conditioning, etc) in order to identify any hidden risks associated with asbestos materials in the ceiling",,Preliminary Design,Reduce,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,437,source_published_record,source_published_record_unreviewed
"Ask the owner to provide an asbestos register, and management plan. Carry out a desktop survey and if necessary follow up with an asbestos survey",,Preliminary Design,Inform,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,438,source_published_record,source_published_record_unreviewed
Evaluate the type of asbestos present to decide on appropriate remediation methods,,Preliminary Design,Inform,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,439,source_published_record,source_published_record_unreviewed
"Update asbestos register after removing, treating or identifying asbestos",,Preliminary Design,Inform,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,440,source_published_record,source_published_record_unreviewed
Carry out a refurbishment and demolition (R&D) survey prior to construction work,,Preliminary Design,Inform,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,441,source_published_record,source_published_record_unreviewed
Produce a report on asbestos findings and ensure it is submitted to the relevant stakeholders,,Preliminary Design,Inform,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,442,source_published_record,source_published_record_unreviewed
Ensure that the design team have the knowledge and skill to manage the problem,,Preliminary Design,Inform,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,443,source_published_record,source_published_record_unreviewed
Design review to review impacts of any discovery of asbestos and how to manage communications with the client,,Detail Design,Reduce,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,444,source_published_record,source_published_record_unreviewed
Consider applying non-intrusive encapsulation to any contaminated sheet,,Detail Design,Control by subsequent design,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,445,source_published_record,source_published_record_unreviewed
Look at potential people at risk and type and severity of exposure to inform construction work,,Detail Design,Inform,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,446,source_published_record,source_published_record_unreviewed
Seal the area to restrict access of unauthorised people,,Pre construction,Control by subsequent design,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,447,source_published_record,source_published_record_unreviewed
Protect nearby areas with polythene sheeting or a mini-enclosure,,Pre construction,Control by subsequent design,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,448,source_published_record,source_published_record_unreviewed
Ensure there is a proper induction and emergency procedures for inadvertant discovery of asbestos,,Pre construction,Inform,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,449,source_published_record,source_published_record_unreviewed
Ensure that competent advice is obtained on whether work should be carried out by an HSE-licensed contractor,,Pre construction,Inform,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,450,source_published_record,source_published_record_unreviewed
Use approve techniques to control dust when carrying out work,,"Site work, Temp Works, Change control",Control by subsequent design,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,451,source_published_record,source_published_record_unreviewed
Ensure there is a proper procedure for handing over asbestos risk information informing the management plan,,"Site work, Temp Works, Change control",Inform,Material Effect-Asbestos,Site logistics-Confined area,Ceiling,Material-Asbestos,Refurbishment of existing buildings,"Demolition, removal",real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,452,source_published_record,source_published_record_unreviewed
"Plan at preliminary design stage for adequate compartmentation, and fire  alarms",,Preliminary Design,Inform,Event-Fire or explosion,Site work area,Timber frame,Timber flammable,Timber,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,453,source_published_record,source_published_record_unreviewed
Produce a written fire safety plan,,Pre construction,Inform,Event-Fire or explosion,Site work area,Timber frame,Timber flammable,Timber,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,454,source_published_record,source_published_record_unreviewed
"Carry out  checks, inspections and tests throughout the construction of the site",,"Site work, Temp Works, Change control",Control by subsequent design,Event-Fire or explosion,Site work area,Timber frame,Timber flammable,Timber,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,455,source_published_record,source_published_record_unreviewed
Client duty to evaluate risks from high and extensive scaffold works,,Preliminary Design,Inform,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,456,source_published_record,source_published_record_unreviewed
"Carry out a risk study to identify areas where scaffolding works can be reduced or eliminated by permanaent works design, use of MMC, other access technologies etc.",,Preliminary Design,Inform,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,457,source_published_record,source_published_record_unreviewed
Consider using a mast climber working platform instead of scaffolds,,Detail Design,Reduce,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,458,source_published_record,source_published_record_unreviewed
Identify scaffolding elements that require specialist design,,Detail Design,Control by subsequent design,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,459,source_published_record,source_published_record_unreviewed
Make sure that the selected scaffold can support the loads of the scheduled activities,,Detail Design,Control by subsequent design,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,460,source_published_record,source_published_record_unreviewed
Ensure that the base or foundation of the scaffold has been properly assessed and is capable of supporting the weight of the scaffold and loads likely to be placed on it,,Detail Design,Control by subsequent design,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,461,source_published_record,source_published_record_unreviewed
Make sure that scaffolding is seggregated from vehicles to prevent collisions ,,Detail Design,Control by subsequent design,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,462,source_published_record,source_published_record_unreviewed
Make sure that scaffolding is seggregated from the public and access is controlled,,Detail Design,Control by subsequent design,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,463,source_published_record,source_published_record_unreviewed
"Ensure that CPP has arrangements for planning, monitor and managing scaffold works",,Pre construction,Control by subsequent design,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,464,source_published_record,source_published_record_unreviewed
Regularly inspect scaffolding,,"Site work, Temp Works, Change control",Control by subsequent design,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,465,source_published_record,source_published_record_unreviewed
Supervise alterations and minor adjustments to scaffolds by trained and competent person,,"Site work, Temp Works, Change control",Control by subsequent design,Fall-Collapse of scaffold,High Level-Scaffolds,Temporary structure,Task-Scaffold,Temporary works,Install construction,real,True,sha256:2fd0cb93c495cb22e80444e0d5e22d0b46f69fe8ff874c3bae9f0b7fe06af9cb,466,source_published_record,source_published_record_unreviewed
